excel_row,model,variable_name,output_name,source_alias,source_table,source_cell,online_name,中文名,一级分类,二级分类
213,loancntall,payer_unique_payee_count_360d_v2,payer_unique_payee_count_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_unique_payee_count_360d_v2,"付款方: 过去360天 [T-361, T-2] 独立收款人数",交易行为,支付交易行为特征
214,loancntall,same_bvn_curr_overdue_days,same_bvn_curr_overdue_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_bvn_curr_overdue_days,最近一次认证bvn逾期天数,逾期催收,逾期表现特征
215,loancntall,last2_od_days_79,last2_od_days_79,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.last2_od_days_79,产品79: 最近第2笔贷款最大逾期天数（7+9合并）,逾期催收,逾期表现特征
216,loancntall,trans_amt_3d,trans_amt_3d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.trans_amt_3d,近3天订单金额,交易行为,支付交易行为特征
217,loancntall,dpd_due365d_dpd2_bad_due_rt,dpd_due365d_dpd2_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,$.dpd_due365d_dpd2_bad_due_rt,应还近365天_逾期2天_占比(占到期),还款履约,还款计划与账单流水特征
218,loancntall,same_device_info_differ_regmobile_last30_cnt,same_device_info_differ_regmobile_last30_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_device_info_differ_regmobile_last30_cnt,,,
219,loancntall,dpd_due365d_dpd4_bad_due_rt,dpd_due365d_dpd4_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近365天_逾期4天_占比(占到期),还款履约,还款计划与账单流水特征
220,loancntall,min_util_7d_all,min_util_7d_all,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.min_util_7d_all,近7天：all单笔util最小值,账户状态,额度使用与账户余额特征
221,loancntall,payee_eom_amount_ratio_30d_v2,payee_eom_amount_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近30天月底收款金额 / 总收款金额,交易行为,支付交易行为特征
222,loancntall,betting_customer_id_pp_count,betting_customer_id_pp_count,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.betting_customer_id_pp_count,菠菜用户pp账户数,交易行为,支付交易行为特征
223,loancntall,dpd_due365d_dpd8_bad_eli_rt,dpd_due365d_dpd8_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近365天_逾期8天_占比(占达表现期),还款履约,还款计划与账单流水特征
224,loancntall,ng_nin_age_rt,ng_nin_age_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_nin_age_rt,NIN信息对应的年龄,外部数据,征信/CRC报告特征
225,loancntall,used_memory,used_memory,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.used_memory,usedmemory,授信申请,移动设备与APP画像特征
226,loancntall,max_continue_days_6m,max_continue_days_6m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_continue_days_6m,现金贷.平台交易.max_continue_days_6m,交易行为,支付交易行为特征
227,loancntall,diff_balance_all_30days,diff_balance_all_30days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.diff_balance_all_30days,总余额对比30天前净增额,授信申请,收入与财务画像特征
228,loancntall,payer_repay_cnt_180d_v2,payer_repay_cnt_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_repay_cnt_180d_v2,"类别: 过去180天 [T-181, T-2] 还款(j7,g7)笔数",交易行为,支付交易行为特征
229,loancntall,payer_amount_cv_360d_v2,payer_amount_cv_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_amount_cv_360d_v2,"付款方: 过去360天 [T-361, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
230,loancntall,stragety_flag_ser,stragety_flag_ser,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.stragety_flag_ser,stragetyflagser包,通用技术,模型分与策略评分字段
231,loancntall,payer_repay_cnt_30d_v2,payer_repay_cnt_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_repay_cnt_30d_v2,"类别: 过去30天 [T-31, T-2] 还款(j7,g7)笔数",交易行为,支付交易行为特征
232,loancntall,ng_pp_regular_trans_order_cnt_3d_off,ng_pp_regular_trans_order_cnt_3d_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_pp_regular_trans_order_cnt_3d_off,近3天转账/话费/流量/betting交易总次数,交易行为,支付交易行为特征
233,loancntall,payer_low_mcht_amt_share_30d_v2,payer_low_mcht_amt_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近30天低质商户金额占比,交易行为,支付交易行为特征
234,loancntall,ratio_press_cur30_prev30_all,ratio_press_cur30_prev30_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur30_prev30_all,"压力比值：近30天 / 上30天窗口(30,60]（all）",账户状态,额度使用与账户余额特征
235,loancntall,payee_recent_180_payer_share_90d_v2,payee_recent_180_payer_share_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天人数 / 近180天人数,交易行为,支付交易行为特征
236,loancntall,card_pay_days,card_pay_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.card_pay_days,银行卡支付天数,交易行为,支付交易行为特征
237,loancntall,repay_ratio_due_180d_t79,repay_ratio_due_180d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.repay_ratio_due_180d_t79,79类账户：近180天每期平均还款笔数(还款笔数/应还期数),还款履约,实际还款行为特征
238,loancntall,payee_recent_180_payer_share_60d_v2,payee_recent_180_payer_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近60天人数 / 近180天人数,交易行为,支付交易行为特征
239,loancntall,cash_jy_curr_day_cnt,cash_jy_curr_day_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_jy_curr_day_cnt,cash当日计算累计交易通过客户数,交易行为,支付交易行为特征
240,loancntall,payee_amount_cv_90d_v2,payee_amount_cv_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去90天 [T-91, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
241,loancntall,ng_la360ds_bi_overdue_ds_cash_avg_off,ng_la360ds_bi_overdue_ds_cash_avg_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_la360ds_bi_overdue_ds_cash_avg_off,近360天逾期天数平均值,逾期催收,逾期表现特征
242,loancntall,flag_offline_limit_adjust,flag_offline_limit_adjust,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.flag_offline_limit_adjust,,,
243,loancntall,wifi_conneted,wifi_conneted,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.wifi_conneted,wifi_conneted,授信申请,移动设备与APP画像特征
244,loancntall,ng_collect_cuiji_unconnect_times_30d,ng_collect_cuiji_unconnect_times_30d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_collect_cuiji_unconnect_times_30d,近30天催记联系不上次数,逾期催收,逾期表现特征
245,loancntall,electricity_amt_3m,electricity_amt_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.electricity_amt_3m,近3个月电费缴费金额,交易行为,支付交易行为特征
246,loancntall,fail_txn_cnt_180d_v2,fail_txn_cnt_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_cnt_180d_v2,近180天失败交易笔数(pay_status!=1),交易行为,支付交易行为特征
247,loancntall,max_paid_total_60d_ratio_prev_t79,max_paid_total_60d_ratio_prev_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.max_paid_total_60d_ratio_prev_t79,最大实付期还总额近60d环比_t79,还款履约,实际还款行为特征
248,loancntall,press_30d_all,press_30d_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.press_30d_all,近30天：all单位还款压力,账户状态,额度使用与账户余额特征
249,loancntall,payee_recent_360_payer_share_30d_v2,payee_recent_360_payer_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近30天人数 / 近360天人数,交易行为,支付交易行为特征
250,loancntall,growth_rate_cashbox_7days,growth_rate_cashbox_7days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,cashbox账户余额增长率7d,授信申请,收入与财务画像特征
251,loancntall,dpd_due365d_dpd3_bad_eli_rt,dpd_due365d_dpd3_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近365天_逾期3天_占比(占达表现期),还款履约,还款计划与账单流水特征
252,loancntall,cat_tools_avg_install_days,cat_tools_avg_install_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cat_tools_avg_install_days,Tools类目 平均安装距今天数,授信申请,移动设备与APP画像特征
253,loancntall,transfer_fail_ratio_180d_v2,transfer_fail_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_ratio_180d_v2,近180天转账(03)失败率,交易行为,支付交易行为特征
254,loancntall,same_device_info_differ_regmobile_total_cnt,same_device_info_differ_regmobile_total_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_device_info_differ_regmobile_total_cnt,指纹绑定用户量,外部数据,多头查询与多证件关联特征
255,loancntall,ratio_press_cur60_prev60_all,ratio_press_cur60_prev60_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur60_prev60_all,"压力比值：近60天 / 上60天窗口(60,120]（all）",账户状态,额度使用与账户余额特征
256,loancntall,payer_low_mcht_amt_share_180d_v2,payer_low_mcht_amt_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_low_mcht_amt_share_180d_v2,付款方: 近180天低质商户金额占比,交易行为,支付交易行为特征
257,loancntall,longitude_latitude_sx_succ_cnt_1d,longitude_latitude_sx_succ_cnt_1d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.longitude_latitude_sx_succ_cnt_1d,近1天经纬度过sx成功总数,授信申请,地理位置与居住工作地特征
258,loancntall,payer_low_mcht_amt_share_15d_v2,payer_low_mcht_amt_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_low_mcht_amt_share_15d_v2,付款方: 近15天低质商户金额占比,交易行为,支付交易行为特征
259,loancntall,payee_amount_cv_180d_v2,payee_amount_cv_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去180天 [T-181, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
260,loancntall,payee_avg_txn_per_payer_shift_7d_vs_180d_v2,payee_avg_txn_per_payer_shift_7d_vs_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_avg_txn_per_payer_shift_7d_vs_180d_v2,收款方: (近7天人均笔数) - (近180天人均笔数) 漂移,交易行为,支付交易行为特征
261,loancntall,payee_low_mcht_amt_share_180d_v2,payee_low_mcht_amt_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近180天低质商户金额占比,交易行为,支付交易行为特征
262,loancntall,payee_recent_180_payer_share_7d_v2,payee_recent_180_payer_share_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近7天人数 / 近180天人数,交易行为,支付交易行为特征
263,loancntall,balance_pay_cnt,balance_pay_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.balance_pay_cnt,个人余额支付次数,账户状态,额度使用与账户余额特征
264,loancntall,dpd_due365d_dpd2_bad_eli_rt,dpd_due365d_dpd2_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,$.dpd_due365d_dpd2_bad_eli_rt,应还近365天_逾期2天_占比(占达表现期),还款履约,还款计划与账单流水特征
265,loancntall,transfer_fail_ratio_60d_v2,transfer_fail_ratio_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_ratio_60d_v2,近60天转账(03)失败率,交易行为,支付交易行为特征
266,loancntall,ng_flexi_last_settlement_days_off,ng_flexi_last_settlement_days_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_flexi_last_settlement_days_off,最早结清距今天数,还款履约,实际还款行为特征
267,loancntall,ng_loan_continue_reject_cnt5,ng_loan_continue_reject_cnt5,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_loan_continue_reject_cnt5,尼日利亚贷款连续拒绝cnt5,授信申请,申请行为特征
268,loancntall,gps_city,gps_city,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.gps_city,gps定位信息对应的city,授信申请,地理位置与居住工作地特征
269,loancntall,transfer_fail_cnt_360d_v2,transfer_fail_cnt_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_cnt_360d_v2,近360天转账(03)失败笔数,交易行为,支付交易行为特征
270,loancntall,ins_max_available_term,ins_max_available_term,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ins_max_available_term,最大可用期数,账户状态,借款期限特征
271,loancntall,kyc_tier,kyc_tier,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.kyc_tier,KYCtier,授信申请,申请行为特征
272,loancntall,blacklist_cnt_180d,blacklist_cnt_180d,t9,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,"pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final, pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature",$.blacklist_cnt_180d,近180天黑名单类产品查询次数,外部数据,多头查询与多证件关联特征
272,loancntall,blacklist_cnt_180d,blacklist_cnt_180d_v1,t10,pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature,"pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final, pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature",$.blacklist_cnt_180d,近180天黑名单类产品查询次数,外部数据,多头查询与多证件关联特征
273,loancntall,bvn_cnt_30d_div_90d,bvn_cnt_30d_div_90d,t9,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,,近30天/近90天 BVN查询次数比,外部数据,多头查询与多证件关联特征
274,loancntall,payee_low_mcht_cnt_90d_v2,payee_low_mcht_cnt_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天低质商户笔数(merchant_level=0/空),交易行为,支付交易行为特征
275,loancntall,last_util_1_t9,last_util_1_t9,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.last_util_1_t9,t9：最近第1笔 util,账户状态,额度使用与账户余额特征
276,loancntall,avg_util_90d_all,avg_util_90d_all,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.avg_util_90d_all,近90天：all单笔util均值,账户状态,额度使用与账户余额特征
277,loancntall,avg_diff_days_90d_t79,avg_diff_days_90d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_90d_t79,79类账户：近90天平均应还日-实际还款日(天),还款履约,实际还款行为特征
278,loancntall,payee_amount_cv_60d_v2,payee_amount_cv_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_amount_cv_60d_v2,"收款方: 过去60天 [T-61, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
279,loancntall,payer_unknown_bank_amt_share_360d_v2,payer_unknown_bank_amt_share_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近360天未知银行金额占总付款金额,交易行为,支付交易行为特征
280,loancntall,dpd_due365d_dpd3_bad_due_rt,dpd_due365d_dpd3_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近365天_逾期3天_占比(占到期),还款履约,还款计划与账单流水特征
281,loancntall,payee_txn_per_day_30d_v2,payee_txn_per_day_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去30天 [T-31, T-2] 日均收款笔数 (用首T-2至今T-2天数做分母)",交易行为,支付交易行为特征
282,loancntall,avg_util_15d_all,avg_util_15d_all,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.avg_util_15d_all,近15天：all单笔util均值,账户状态,额度使用与账户余额特征
283,loancntall,payee_recent_360_payer_share_15d_v2,payee_recent_360_payer_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_360_payer_share_15d_v2,收款方: 近15天人数 / 近360天人数,交易行为,支付交易行为特征
284,loancntall,payer_low_mcht_amt_share_60d_v2,payer_low_mcht_amt_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_low_mcht_amt_share_60d_v2,付款方: 近60天低质商户金额占比,交易行为,支付交易行为特征
285,loancntall,payee_avg_txn_per_payer_90d_v2,payee_avg_txn_per_payer_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去90天 [T-91, T-2] 平均每人收款笔数",交易行为,支付交易行为特征
286,loancntall,util_90d_sumratio_t9,util_90d_sumratio_t9,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.util_90d_sumratio_t9,近90天：t9整体util（sumratio）,账户状态,额度使用与账户余额特征
287,loancntall,payee_success_rate_60d_v2,payee_success_rate_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_success_rate_60d_v2,收款方: 近60天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
288,loancntall,avg_diff_days_30d_t79,avg_diff_days_30d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_30d_t79,79类账户：近30天平均应还日-实际还款日(天),还款履约,实际还款行为特征
289,loancntall,avg_tenor_60d_all,avg_tenor_60d_all,t12,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,$.avg_tenor_60d_all,"近60天：产品类型(7,9) 的借款期限均值",账户状态,借款期限特征
290,loancntall,max_util_15d_t7,max_util_15d_t7,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.max_util_15d_t7,近15天：t7单笔util最大值,账户状态,额度使用与账户余额特征
291,loancntall,payee_fail_rate_90d_v2,payee_fail_rate_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_fail_rate_90d_v2,收款方: 近90天交易失败率((2+7)/(1+2+7)),交易行为,支付交易行为特征
292,loancntall,payee_low_mcht_amt_share_30d_v2,payee_low_mcht_amt_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_low_mcht_amt_share_30d_v2,收款方: 近30天低质商户金额占比,交易行为,支付交易行为特征
293,loancntall,payer_low_mcht_amt_share_90d_v2,payer_low_mcht_amt_share_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近90天低质商户金额占比,交易行为,支付交易行为特征
294,loancntall,databundle_airtime_cnt_1m,databundle_airtime_cnt_1m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.databundle_airtime_cnt_1m,近一个月流量和花费缴费次数,交易行为,支付交易行为特征
295,loancntall,first_overdue_gap_from_first_loan_days_79,first_overdue_gap_from_first_loan_days_79,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.first_overdue_gap_from_first_loan_days_79,产品79: 首次逾期距首笔贷款创建时间间隔天数（7+9合并）,逾期催收,逾期表现特征
296,loancntall,fail_txn_cnt_360d_v2,fail_txn_cnt_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_cnt_360d_v2,近360天失败交易笔数(pay_status!=1),交易行为,支付交易行为特征
297,loancntall,avg_diff_days_90d_t9,avg_diff_days_90d_t9,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,,9类账户：近90天平均应还日-实际还款日(天),还款履约,实际还款行为特征
298,loancntall,dpd_due180d_dpd4_bad_eli_rt,dpd_due180d_dpd4_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近180天_逾期4天_占比(占达表现期),还款履约,还款计划与账单流水特征
299,loancntall,longitude_latitude_sx_succ_cnt_7d,longitude_latitude_sx_succ_cnt_7d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.longitude_latitude_sx_succ_cnt_7d,近7天经纬度过sx成功总数,授信申请,地理位置与居住工作地特征
300,loancntall,pp_trans_cnt_7d,pp_trans_cnt_7d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.pp_trans_cnt_7d,PP近7天交易次数,交易行为,支付交易行为特征
301,loancntall,same_inflow_payer_union_other_new_pp_acct_cnt_30d,same_inflow_payer_union_other_new_pp_acct_cnt_30d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.same_inflow_payer_union_other_new_pp_acct_cnt_30d,,,
302,loancntall,payer_amount_cv_180d_v2,payer_amount_cv_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_amount_cv_180d_v2,"付款方: 过去180天 [T-181, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
303,loancntall,std_util_180d_all,std_util_180d_all,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.std_util_180d_all,近180天：all util标准差,账户状态,额度使用与账户余额特征
304,loancntall,avg_tenor_90d_all,avg_tenor_90d_all,t12,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,$.avg_tenor_90d_all,"近90天：产品类型(7,9) 的借款期限均值",账户状态,借款期限特征
305,loancntall,max_od_days_60d_9,max_od_days_60d_9,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,,产品9: 近60天最大逾期天数,逾期催收,逾期表现特征
306,loancntall,if_af_reject,if_af_reject,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.if_af_reject,,,
307,loancntall,press_15d_all,press_15d_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,,近15天：all单位还款压力,账户状态,额度使用与账户余额特征
308,loancntall,avg_savings_rate_3m_v2,avg_savings_rate_3m_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,近3个自然月储蓄率=(入合计-出合计)/入合计,交易行为,支付交易行为特征
309,loancntall,ng_compare_target_img_matches_similarity_zy_rt,ng_compare_target_img_matches_similarity_zy_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_compare_target_img_matches_similarity_zy_rt,现金贷.基本信息.自研人脸分数,通用技术,模型分与策略评分字段
